subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?
p_125	 1	 49	 1	 0	 0	 3.437857e-02	 7250.jpg	 i	 3.477215e+00	 0	 0	 
p_125	 1	 12	 2	 1	 1	 4.584188e+00	 5982.jpg	 u	 1.295354e+00	 18	 1	 
p_125	 1	 47	 3	 0	 0	 6.950746e+00	 4700.jpg	 i	 8.007697e-01	 0	 0	 
p_125	 1	 50	 4	 0	 0	 8.833999e+00	 7405.jpg	 i	 7.574892e-01	 0	 0	 
p_125	 1	 35	 5	 0	 0	 1.066725e+01	 2158.jpg	 i	 7.481969e-01	 0	 0	 
p_125	 1	 29	 6	 0	 0	 1.250051e+01	 1340.jpg	 i	 5.789635e-01	 0	 0	 
p_125	 1	 44	 7	 0	 0	 1.415044e+01	 4600.jpg	 i	 5.769980e-01	 0	 0	 
p_125	 1	 22	 8	 1	 1	 1.580037e+01	 8130.jpg	 u	 1.023021e+00	 51	 0	 
p_125	 1	 39	 9	 0	 0	 1.790028e+01	 2346.jpg	 i	 8.910780e-01	 0	 0	 
p_125	 1	 5	 10	 1	 1	 1.986686e+01	 4610.jpg	 u	 7.164658e-01	 10	 1	 
p_125	 1	 51	 11	 0	 0	 2.166679e+01	 7450.jpg	 i	 6.445646e-01	 0	 0	 
p_125	 1	 6	 12	 1	 1	 2.338339e+01	 4612.jpg	 u	 6.559375e-01	 14	 0	 
p_125	 1	 37	 13	 0	 0	 2.511661e+01	 2208.jpg	 i	 6.026998e-01	 0	 0	 
p_125	 1	 41	 14	 0	 0	 2.679991e+01	 2391.jpg	 i	 6.473411e-01	 0	 0	 
p_125	 1	 11	 15	 1	 1	 2.853317e+01	 5829.jpg	 u	 6.420876e-01	 7	 1	 
p_125	 1	 54	 16	 0	 0	 3.024973e+01	 8350.jpg	 i	 8.775032e-01	 0	 0	 
p_125	 1	 46	 17	 0	 0	 3.219968e+01	 4624.jpg	 i	 6.235285e-01	 0	 0	 
p_125	 1	 42	 18	 0	 0	 3.389957e+01	 4598.jpg	 i	 6.836270e-01	 0	 0	 
p_125	 1	 31	 19	 0	 0	 3.566616e+01	 1811.jpg	 i	 6.930039e-01	 0	 0	 
p_125	 1	 16	 20	 1	 1	 3.743280e+01	 7470.jpg	 u	 7.023062e-01	 6	 0	 
p_125	 1	 38	 21	 0	 0	 3.921605e+01	 2300.jpg	 i	 5.990808e-01	 0	 0	 
p_125	 1	 15	 22	 1	 1	 4.089928e+01	 7390.jpg	 u	 6.437879e-01	 48	 0	 
p_125	 1	 26	 23	 1	 1	 4.261591e+01	 8420.jpg	 u	 7.511619e-01	 49	 0	 
p_125	 1	 52	 24	 0	 0	 4.444917e+01	 8162.jpg	 i	 6.938703e-01	 0	 0	 
p_125	 1	 36	 25	 0	 0	 4.621576e+01	 2160.jpg	 i	 7.832273e-01	 0	 0	 
p_125	 1	 23	 26	 1	 1	 4.808234e+01	 8340.jpg	 u	 7.246238e-01	 45	 1	 
p_125	 1	 34	 27	 0	 0	 4.988227e+01	 2150.jpg	 i	 7.166796e-01	 0	 0	 
p_125	 1	 4	 28	 1	 1	 5.168220e+01	 4597.jpg	 u	 7.567706e-01	 16	 0	 
p_125	 1	 13	 29	 1	 1	 5.351546e+01	 7260.jpg	 u	 6.834388e-01	 13	 1	 
p_125	 1	 45	 30	 0	 0	 5.528204e+01	 4616.jpg	 i	 8.688353e-01	 0	 0	 
p_125	 1	 17	 31	 1	 1	 5.723196e+01	 7480.jpg	 u	 5.988868e-01	 15	 1	 
p_125	 1	 56	 32	 0	 0	 5.891519e+01	 8531.jpg	 i	 1.235679e+00	 0	 0	 
p_125	 1	 32	 33	 0	 0	 6.123176e+01	 1999.jpg	 i	 5.510405e-01	 0	 0	 
p_125	 1	 19	 34	 1	 1	 6.286506e+01	 7508.jpg	 u	 7.897394e-01	 50	 1	 
p_125	 1	 33	 35	 0	 0	 6.473165e+01	 2091.jpg	 i	 6.991225e-01	 0	 0	 
p_125	 1	 10	 36	 1	 1	 6.651491e+01	 5626.jpg	 u	 7.558149e-01	 8	 0	 
p_125	 1	 8	 37	 1	 1	 6.834816e+01	 5260.jpg	 u	 6.985333e-01	 12	 1	 
p_125	 1	 18	 38	 1	 1	 7.013142e+01	 7482.jpg	 u	 8.512450e-01	 56	 0	 
p_125	 1	 9	 39	 1	 1	 7.206468e+01	 5480.jpg	 u	 7.579707e-01	 43	 0	 
p_125	 1	 43	 40	 0	 0	 7.389789e+01	 4599.jpg	 i	 8.127626e-01	 0	 0	 
p_125	 1	 28	 41	 1	 1	 7.578129e+01	 8510.jpg	 u	 8.173119e-01	 47	 1	 
p_125	 1	 20	 42	 1	 1	 7.768110e+01	 8001.jpg	 u	 8.375032e-01	 53	 1	 
p_125	 1	 53	 43	 0	 0	 7.959768e+01	 8300.jpg	 i	 8.408959e-01	 0	 0	 
p_125	 1	 1	 44	 1	 1	 8.151427e+01	 1721.jpg	 u	 6.842820e-01	 5	 0	 
p_125	 1	 48	 45	 0	 0	 8.328083e+01	 5623.jpg	 i	 1.701682e+00	 0	 0	 
p_125	 1	 21	 46	 1	 1	 8.606405e+01	 8090.jpg	 u	 8.064202e-01	 46	 0	 
p_125	 1	 25	 47	 1	 1	 8.794734e+01	 8380.jpg	 u	 1.195119e+00	 55	 0	 
p_125	 1	 24	 48	 1	 1	 9.021390e+01	 8371.jpg	 u	 8.005309e-01	 54	 0	 
p_125	 1	 40	 49	 0	 0	 9.209712e+01	 2373.jpg	 i	 7.252671e-01	 0	 0	 
p_125	 1	 14	 50	 1	 1	 9.389705e+01	 7291.jpg	 u	 7.813104e-01	 44	 1	 
p_125	 1	 55	 51	 0	 0	 9.576364e+01	 8490.jpg	 i	 6.267324e-01	 0	 0	 
p_125	 1	 2	 52	 1	 1	 9.746357e+01	 2345.jpg	 u	 7.347446e-01	 17	 0	 
p_125	 1	 3	 53	 1	 1	 9.928019e+01	 2655.jpg	 u	 6.941009e-01	 11	 0	 
p_125	 1	 27	 54	 1	 1	 1.010468e+02	 8467.jpg	 u	 5.754790e-01	 52	 1	 
p_125	 1	 7	 55	 1	 1	 1.026968e+02	 5199.jpg	 u	 5.574541e-01	 9	 0	 
p_125	 1	 30	 56	 0	 0	 1.043300e+02	 1722.jpg	 i	 8.122620e-01	 0	 0	 
