subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?
BMI_bfr_110	 2	 33	 1	 0	 0	 2.984181e-02	 205.jpg	 u	 4.049287e+00	 0	 0	 
BMI_bfr_110	 2	 26	 2	 1	 1	 5.135598e+00	 148.jpg	 i	 1.007528e+00	 52	 0	 
BMI_bfr_110	 2	 69	 3	 0	 0	 7.204620e+00	 241.jpg	 u	 8.185109e-01	 0	 0	 
BMI_bfr_110	 2	 9	 4	 1	 1	 9.073249e+00	 114.jpg	 i	 7.738783e-01	 43	 1	 
BMI_bfr_110	 2	 28	 5	 1	 1	 1.090880e+01	 154.jpg	 i	 9.623320e-01	 18	 0	 
BMI_bfr_110	 2	 3	 6	 1	 1	 1.292755e+01	 103.jpg	 i	 6.875829e-01	 44	 0	 
BMI_bfr_110	 2	 14	 7	 1	 1	 1.466296e+01	 122.jpg	 i	 6.321645e-01	 12	 0	 
BMI_bfr_110	 2	 55	 8	 0	 0	 1.634811e+01	 227.jpg	 u	 7.070247e-01	 0	 0	 
BMI_bfr_110	 2	 71	 9	 0	 0	 1.810002e+01	 243.jpg	 u	 6.591269e-01	 0	 0	 
BMI_bfr_110	 2	 62	 10	 0	 0	 1.980191e+01	 234.jpg	 u	 1.525214e+00	 0	 0	 
BMI_bfr_110	 2	 16	 11	 1	 1	 2.237147e+01	 125.jpg	 i	 1.347668e+00	 10	 0	 
BMI_bfr_110	 2	 80	 12	 0	 0	 2.477428e+01	 252.jpg	 u	 6.248490e-01	 0	 0	 
BMI_bfr_110	 2	 70	 13	 0	 0	 2.645941e+01	 242.jpg	 u	 6.437186e-01	 0	 0	 
BMI_bfr_110	 2	 87	 14	 0	 0	 2.816132e+01	 259.jpg	 u	 9.258119e-01	 0	 0	 
BMI_bfr_110	 2	 56	 15	 0	 0	 3.013023e+01	 228.jpg	 u	 6.769069e-01	 0	 0	 
BMI_bfr_110	 2	 22	 16	 1	 1	 3.186558e+01	 142.jpg	 i	 6.615453e-01	 16	 1	 
BMI_bfr_110	 2	 63	 17	 0	 0	 3.358415e+01	 235.jpg	 u	 6.630050e-01	 0	 0	 
BMI_bfr_110	 2	 53	 18	 0	 0	 3.530273e+01	 225.jpg	 u	 6.564040e-01	 0	 0	 
BMI_bfr_110	 2	 57	 19	 0	 0	 3.700462e+01	 229.jpg	 u	 8.985066e-01	 0	 0	 
BMI_bfr_110	 2	 46	 20	 0	 0	 3.895684e+01	 218.jpg	 u	 5.623090e-01	 0	 0	 
BMI_bfr_110	 2	 61	 21	 0	 0	 4.057528e+01	 233.jpg	 u	 6.078520e-01	 0	 0	 
BMI_bfr_110	 2	 30	 22	 0	 0	 4.222713e+01	 202.jpg	 u	 8.519924e-01	 0	 0	 
BMI_bfr_110	 2	 84	 23	 0	 0	 4.412932e+01	 256.jpg	 u	 5.498057e-01	 0	 0	 
BMI_bfr_110	 2	 68	 24	 0	 0	 4.573109e+01	 240.jpg	 u	 5.480435e-01	 0	 0	 
