subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?
BMI_bf_134	 2	 34	 1	 1	 1	 2.390827e-02	 123.tif	 i	 8.273896e-01	 16	 1	 
BMI_bf_134	 2	 22	 2	 1	 1	 1.923847e+00	 101.tif	 i	 9.193367e-01	 37	 0	 
BMI_bf_134	 2	 27	 3	 1	 1	 3.890369e+00	 109.tif	 i	 5.606792e-01	 9	 1	 
BMI_bf_134	 2	 56	 4	 0	 0	 5.490363e+00	 416.tif	 u	 6.965659e-01	 0	 0	 
BMI_bf_134	 2	 33	 5	 1	 1	 7.240321e+00	 119.tif	 i	 6.104949e-01	 15	 0	 
BMI_bf_134	 2	 43	 6	 0	 0	 8.890267e+00	 403.tif	 u	 8.244209e-01	 0	 0	 
BMI_bf_134	 2	 2	 7	 1	 1	 1.075689e+01	 003.tif	 i	 6.856844e-01	 43	 1	 
BMI_bf_134	 2	 39	 8	 1	 1	 1.249015e+01	 129.tif	 i	 6.962973e-01	 22	 1	 
BMI_bf_134	 2	 13	 9	 1	 1	 1.424012e+01	 019.tif	 i	 7.222080e-01	 41	 1	 
BMI_bf_134	 2	 3	 10	 1	 1	 1.600671e+01	 004.tif	 i	 7.234963e-01	 44	 0	 
BMI_bf_134	 2	 31	 11	 1	 1	 1.777319e+01	 116.tif	 i	 6.449068e-01	 39	 0	 
BMI_bf_134	 2	 41	 12	 0	 0	 1.947326e+01	 401.tif	 u	 5.847236e-01	 0	 0	 
BMI_bf_134	 2	 32	 13	 1	 1	 2.110655e+01	 118.tif	 i	 6.633204e-01	 48	 1	 
BMI_bf_134	 2	 42	 14	 0	 0	 2.282315e+01	 402.tif	 u	 6.745841e-01	 0	 0	 
BMI_bf_134	 2	 44	 15	 0	 0	 2.453977e+01	 404.tif	 u	 6.538585e-01	 0	 0	 
BMI_bf_134	 2	 45	 16	 0	 0	 2.623972e+01	 405.tif	 u	 5.698040e-01	 0	 0	 
