subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?
BMI_bf_105	 1	 3	 1	 1	 1	 1.473603e-02	 1027.jpg	 u	 3.867062e+00	 56	 0	 
BMI_bf_105	 1	 32	 2	 0	 0	 4.936982e+00	 5057.jpg	 i	 1.138702e+00	 0	 0	 
BMI_bf_105	 1	 20	 3	 1	 1	 7.122666e+00	 2149.jpg	 u	 1.191836e+00	 18	 1	 
BMI_bf_105	 1	 23	 4	 1	 1	 9.358413e+00	 2194.jpg	 u	 7.449323e-01	 48	 0	 
BMI_bf_105	 1	 14	 5	 1	 1	 1.116053e+01	 2010.jpg	 u	 7.091513e-01	 8	 0	 
BMI_bf_105	 1	 12	 6	 1	 1	 1.291262e+01	 1262.jpg	 u	 6.671348e-01	 52	 1	 
BMI_bf_105	 1	 41	 7	 0	 0	 1.463111e+01	 5228.jpg	 i	 6.699814e-01	 0	 0	 
BMI_bf_105	 1	 19	 8	 1	 1	 1.634962e+01	 2112.jpg	 u	 7.853015e-01	 17	 0	 
BMI_bf_105	 1	 28	 9	 1	 1	 1.818514e+01	 2248.jpg	 u	 6.036192e-01	 5	 0	 
BMI_bf_105	 1	 15	 10	 1	 1	 1.983689e+01	 2043.jpg	 u	 7.632004e-01	 13	 1	 
BMI_bf_105	 1	 25	 11	 1	 1	 2.165567e+01	 2212.jpg	 u	 5.869993e-01	 9	 0	 
BMI_bf_105	 1	 37	 12	 0	 0	 2.329092e+01	 5152.jpg	 i	 1.021846e+00	 0	 0	 
BMI_bf_105	 1	 24	 13	 1	 1	 2.535973e+01	 2209.jpg	 u	 6.293567e-01	 14	 0	 
BMI_bf_105	 1	 29	 14	 0	 0	 2.704513e+01	 5009.jpg	 i	 6.990054e-01	 0	 0	 
BMI_bf_105	 1	 31	 15	 0	 0	 2.879690e+01	 5049.jpg	 i	 7.698389e-01	 0	 0	 
BMI_bf_105	 1	 18	 16	 1	 1	 3.061570e+01	 2110.jpg	 u	 6.948639e-01	 55	 0	 
BMI_bf_105	 1	 30	 17	 0	 0	 3.236756e+01	 5028.jpg	 i	 7.655992e-01	 0	 0	 
BMI_bf_105	 1	 1	 18	 1	 1	 3.418629e+01	 1013.jpg	 u	 7.469498e-01	 49	 0	 
BMI_bf_105	 1	 4	 19	 1	 1	 3.598829e+01	 1052.jpg	 u	 8.687898e-01	 43	 0	 
BMI_bf_105	 1	 6	 20	 1	 1	 3.790719e+01	 1150.jpg	 u	 6.262459e-01	 53	 1	 
BMI_bf_105	 1	 54	 21	 0	 0	 3.957564e+01	 6217.jpg	 i	 6.904195e-01	 0	 0	 
BMI_bf_105	 1	 34	 22	 0	 0	 4.131096e+01	 5115.jpg	 i	 6.876589e-01	 0	 0	 
BMI_bf_105	 1	 8	 23	 1	 1	 4.304623e+01	 1192.jpg	 u	 7.411705e-01	 54	 0	 
BMI_bf_105	 1	 9	 24	 1	 1	 4.483157e+01	 1202.jpg	 u	 6.658914e-01	 47	 1	 
BMI_bf_105	 1	 7	 25	 1	 1	 4.655019e+01	 1173.jpg	 u	 7.248679e-01	 51	 0	 
BMI_bf_105	 1	 26	 26	 1	 1	 4.831876e+01	 2229.jpg	 u	 8.239333e-01	 16	 0	 
BMI_bf_105	 1	 5	 27	 1	 1	 5.018756e+01	 1114.jpg	 u	 6.764812e-01	 46	 0	 
BMI_bf_105	 1	 49	 28	 0	 0	 5.190607e+01	 6124.jpg	 i	 7.242675e-01	 0	 0	 
BMI_bf_105	 1	 56	 29	 0	 0	 5.367474e+01	 6249.jpg	 i	 8.569109e-01	 0	 0	 
BMI_bf_105	 1	 16	 30	 1	 1	 5.557687e+01	 2045.jpg	 u	 1.081196e+00	 15	 1	 
BMI_bf_105	 1	 27	 31	 1	 1	 5.771263e+01	 2240.jpg	 u	 5.879275e-01	 10	 1	 
BMI_bf_105	 1	 21	 32	 1	 1	 5.934783e+01	 2164.jpg	 u	 6.290610e-01	 7	 1	 
BMI_bf_105	 1	 10	 33	 1	 1	 6.103306e+01	 1204.jpg	 u	 1.025180e+00	 50	 1	 
BMI_bf_105	 1	 40	 34	 0	 0	 6.310199e+01	 5220.jpg	 i	 7.338389e-01	 0	 0	 
BMI_bf_105	 1	 33	 35	 0	 0	 6.488737e+01	 5081.jpg	 i	 6.022924e-01	 0	 0	 
BMI_bf_105	 1	 42	 36	 0	 0	 6.653927e+01	 5254.jpg	 i	 7.279714e-01	 0	 0	 
BMI_bf_105	 1	 36	 37	 0	 0	 6.832455e+01	 5144.jpg	 i	 6.302773e-01	 0	 0	 
BMI_bf_105	 1	 38	 38	 0	 0	 7.000973e+01	 5182.jpg	 i	 6.551609e-01	 0	 0	 
BMI_bf_105	 1	 22	 39	 1	 1	 7.171165e+01	 2181.jpg	 u	 6.970719e-01	 11	 0	 
BMI_bf_105	 1	 47	 40	 0	 0	 7.346366e+01	 6054.jpg	 i	 6.776415e-01	 0	 0	 
BMI_bf_105	 1	 11	 41	 1	 1	 7.518215e+01	 1210.jpg	 u	 6.467315e-01	 44	 1	 
BMI_bf_105	 1	 17	 42	 1	 1	 7.688410e+01	 2063.jpg	 u	 7.899494e-01	 6	 0	 
BMI_bf_105	 1	 45	 43	 0	 0	 7.871953e+01	 6036.jpg	 i	 5.858359e-01	 0	 0	 
BMI_bf_105	 1	 39	 44	 0	 0	 8.035470e+01	 5207.jpg	 i	 9.307035e-01	 0	 0	 
BMI_bf_105	 1	 55	 45	 0	 0	 8.234036e+01	 6221.jpg	 i	 5.763727e-01	 0	 0	 
BMI_bf_105	 1	 50	 46	 0	 0	 8.395864e+01	 6154.jpg	 i	 7.356631e-01	 0	 0	 
BMI_bf_105	 1	 53	 47	 0	 0	 8.574408e+01	 6213.jpg	 i	 7.278151e-01	 0	 0	 
BMI_bf_105	 1	 51	 48	 0	 0	 8.752935e+01	 6190.jpg	 i	 6.076026e-01	 0	 0	 
BMI_bf_105	 1	 13	 49	 1	 1	 8.918123e+01	 2006.jpg	 u	 6.883126e-01	 12	 1	 
BMI_bf_105	 1	 43	 50	 0	 0	 9.091651e+01	 6008.jpg	 i	 6.068666e-01	 0	 0	 
BMI_bf_105	 1	 52	 51	 0	 0	 9.256830e+01	 6201.jpg	 i	 5.526489e-01	 0	 0	 
BMI_bf_105	 1	 35	 52	 0	 0	 9.417026e+01	 5129.jpg	 i	 6.494966e-01	 0	 0	 
BMI_bf_105	 1	 46	 53	 0	 0	 9.587213e+01	 6042.jpg	 i	 6.577390e-01	 0	 0	 
BMI_bf_105	 1	 2	 54	 1	 1	 9.757398e+01	 1017.jpg	 u	 7.334513e-01	 45	 1	 
BMI_bf_105	 1	 44	 55	 0	 0	 9.935935e+01	 6016.jpg	 i	 5.568879e-01	 0	 0	 
BMI_bf_105	 1	 48	 56	 0	 0	 1.009777e+02	 6111.jpg	 i	 6.035915e-01	 0	 0	 
